"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIPO_SCUOLA2"	"Tipo di scuola superiore"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	25148		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	9274		
"ITE3"	"Marche"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	79		
"ITE"	"Centro"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	4075		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	314		
"ITD5"	"Emilia-Romagna"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	2		
"IT"	"Italia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	567		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	12680		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	540		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	1		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	6954		
"ITF"	"Sud"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	331		
"ITC1"	"Piemonte"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	48		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	33132		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	3099		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	4786		
"ITD5"	"Emilia-Romagna"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	19		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	147		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	5373		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	62		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	36		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	2537		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	308		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ALL"	"totale"	"2018"	"2018"	7841		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	47		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	9600		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	46		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	10845		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	202		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	48602		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	167		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SCI"	"liceo scientifico"	"2018"	"2018"	204		
"ITE4"	"Lazio"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	290		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	17810		
"ITE4"	"Lazio"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	420		
"ITE4"	"Lazio"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	28		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	5		
"ITD3"	"Veneto"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	9		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	145		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	118		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	2867		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	11		
"ITC3"	"Liguria"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	4		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ALL"	"totale"	"2018"	"2018"	13319		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	507		
"ITF1"	"Abruzzo"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	7		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	65		
"ITE2"	"Umbria"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	208		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	263712		
"ITE"	"Centro"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SCI"	"liceo scientifico"	"2018"	"2018"	3715		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	1635		
"ITF2"	"Molise"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	845		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	492		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	399		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	675		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	77617		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	388		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	2153		
"ITF"	"Sud"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	152		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	625		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	3049		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	314		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	3		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ARTI"	"liceo artistico"	"2018"	"2018"	826		
"ITE3"	"Marche"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	27		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ALL"	"totale"	"2018"	"2018"	2010		
"ITE3"	"Marche"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	382		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	1544		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	33		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	33895		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	1484		
"ITC3"	"Liguria"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	19		
"ITF2"	"Molise"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	35		
"ITD"	"Nord-est"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	20		
"ITF1"	"Abruzzo"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	2066		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	40		
"IT"	"Italia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	8124		
"ITD"	"Nord-est"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	1188		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	3126		
"ITE"	"Centro"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ALL"	"totale"	"2018"	"2018"	314		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	102		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	2884		
"ITF3"	"Campania"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	574		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	3		
"ITE3"	"Marche"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	130		
"ITD4"	"Friuli-Venezia Giulia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	9		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	1392		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1162		
"ITF3"	"Campania"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ART"	"istituto d arte"	"2018"	"2018"	3		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	23932		
"ITF"	"Sud"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	142		
"ITF2"	"Molise"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ALL"	"totale"	"2018"	"2018"	13764		
"ITE3"	"Marche"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	9		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	97275		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"LIN"	"liceo linguistico"	"2018"	"2018"	235		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ALL"	"totale"	"2018"	"2018"	23044		
"ITE"	"Centro"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	3088		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	40		
"ITF3"	"Campania"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	700		
"ITD4"	"Friuli-Venezia Giulia"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	239		
"ITDA"	"Trentino Alto Adige / Südtirol"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	6		
"ITF3"	"Campania"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	55		
"ITC"	"Nord-ovest"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	1049		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	645		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	268269		
"ITD"	"Nord-est"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	68		
"ITF3"	"Campania"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ARTI"	"liceo artistico"	"2018"	"2018"	32		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	93606		
"ITF3"	"Campania"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	169		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	176		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	204		
"ITF3"	"Campania"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1958		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	4		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	693		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	423		
"IT"	"Italia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	198		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	2372		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"LIN"	"liceo linguistico"	"2018"	"2018"	37		
"ITF"	"Sud"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	95		
"ITF2"	"Molise"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	21		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	3790		
